CustomerID,Recency,Frequency,Monetary,Cluster
15696,32,8,2736.46,1
15699,17,1,309.65,1
15700,171,2,696.68,0
15701,1,4,1542.14,1
15703,264,1,211.5,0
15704,139,4,2293.62,1
15705,200,1,143.1,0
15706,63,4,1060.56,1
15707,34,4,945.58,1
15708,40,7,3364.24,1
15709,283,1,133.25,0
15712,8,5,1072.36,1
15713,142,2,356.7,1
15714,11,2,330.88,1
15716,145,4,1118.81,1
15717,233,1,150.3,0
15719,32,13,5045.61,3
15720,23,1,598.73,1
15721,11,1,507.08,1
15722,35,5,2222.56,1
15723,364,1,203.1,0
15724,200,2,218.25,0
15725,14,1,415.25,1
15727,16,7,5178.96,1
15729,212,1,85.0,0
15730,65,3,1120.88,1
15732,211,2,294.12,0
15733,282,1,162.3,0
15734,114,2,1339.45,1
15737,14,8,1205.12,1
15738,18,16,4812.42,3
15739,65,1,449.12,1
15740,48,1,154.88,1
15743,15,4,784.46,1
15744,77,1,34.8,1
15745,18,4,1094.59,1
15746,133,1,196.88,1
15747,12,3,974.04,1
15748,39,1,149.31,1
15749,234,3,44534.3,3
15750,2,8,2465.48,1
15752,39,7,2637.38,1
15753,304,1,79.2,0
15754,50,3,458.57,1
15755,9,6,2364.25,1
15756,60,4,532.96,1
15757,65,2,714.42,1
15758,24,1,205.25,1
15759,217,3,253.04,0
15762,64,2,583.75,1
15763,31,2,1086.92,1
15764,87,6,3279.9700000000003,1
15766,63,1,315.06,1
15768,115,3,621.83,1
15769,6,26,56252.72,2
15773,5,1,635.6800000000001,1
15774,68,1,270.8,1
15775,244,1,104.9,0
15776,132,1,241.62,1
15777,240,4,1047.11,0
15780,183,3,475.28,0
15781,24,3,345.46000000000004,1
15782,9,3,2614.74,1
15783,10,1,246.3,1
15785,32,5,2328.9700000000003,1
15786,45,3,4932.2,1
15787,25,3,948.05,1
15789,357,1,351.3,0
15790,9,1,220.85,1
15791,43,2,1612.69,1
15793,14,3,965.61,1
15795,149,1,610.01,0
15796,0,8,2711.56,1
15797,112,4,2207.4,1
15799,75,3,884.14,1
15800,106,2,699.08,1
15801,45,3,1063.95,1
15802,142,1,451.42,1
15803,50,1,415.8200000000001,1
15804,0,13,4206.39,3
15805,22,17,5528.4800000000005,3
15806,45,3,784.58,1
15807,49,3,903.9,1
15808,305,4,3734.97,0
15809,35,5,515.77,1
15810,78,4,1391.98,1
15811,21,6,2218.62,1
15812,106,5,1801.14,1
15813,207,2,1303.91,0
15814,16,4,1945.33,1
15815,63,5,2100.6,1
15819,48,4,1905.45,1
15820,319,1,206.98,0
15821,43,2,570.96,1
15822,2,2,885.47,1
15823,371,1,15.0,0
15825,171,1,532.94,0
15826,55,3,1654.31,1
15827,72,14,1836.09,3
15829,98,2,636.14,1
15830,37,1,576.0,1
15831,57,3,801.76,1
15832,253,1,836.79,0
15834,69,4,2233.75,1
15835,43,4,954.09,1
15836,49,1,137.37,1
15837,64,1,391.98,1
15838,10,19,33643.08,3
15839,32,3,1048.49,1
15840,58,2,355.56,1
15841,72,4,1224.06,1
15843,303,1,118.95,0
15844,45,1,130.73999999999998,1
15845,17,8,3711.77,1
15847,37,2,389.27,1
15850,18,2,238.85,1
15852,186,2,160.71,0
15853,51,1,110.8,1
15854,3,12,2974.65,3
15855,136,5,712.24,1
15856,3,27,16387.57,3
15857,18,1,297.0,1
15858,15,5,1438.85,1
15860,40,8,977.21,1
15861,11,8,3165.36,1
15862,7,4,832.88,1
15863,25,2,68.84,1
15864,21,6,1936.32,1
15865,40,3,895.13,1
15866,100,1,230.53,1
15867,4,15,3812.64,3
15869,276,2,149.64,0
15870,32,1,354.09000000000003,1
15872,14,2,360.93,1
15874,63,7,4405.88,1
15877,1,2,493.28,1
15880,368,1,343.28,0
15881,311,5,501.39,0
15882,198,4,516.36,0
15883,1,2,396.48,1
15885,92,3,379.35,1
15886,59,1,181.09,1
15888,80,1,168.31,1
15889,156,2,446.87,0
15891,226,1,524.52,0
15894,252,2,263.55,0
15895,149,1,179.17,0
15897,193,2,222.05,0
15898,0,5,1388.88,1
15899,368,1,56.25,0
15900,23,1,351.11,1
15901,16,3,363.88,1
15903,9,7,5126.76,1
15904,7,1,164.68,1
15906,19,7,1567.69,1
15907,3,3,967.45,1
15909,173,1,191.94,0
15910,0,8,1232.18,1
15912,177,2,264.62,0
15916,15,8,1528.09,1
15917,247,1,123.1,0
15918,190,2,334.23,0
15919,19,2,639.89,1
15920,153,4,167.5,0
15921,172,1,336.03000000000003,0
15922,372,1,369.5,0
15923,372,1,127.08,0
15925,193,1,207.15,0
15930,66,1,426.63,1
15932,3,8,2495.87,1
15933,20,3,1107.46,1
15935,238,2,416.86,0
15937,63,1,145.35000000000002,1
15938,111,5,404.58,1
15939,89,15,6115.01,3
15940,310,1,35.8,0
15942,133,1,337.44,1
15944,276,1,325.1,0
15945,364,1,181.0,0
15947,82,1,1708.24,1
15948,7,2,955.24,1
15949,16,2,364.72,1
15950,31,4,1765.51,1
15951,8,2,708.22,1
15952,33,4,806.57,1
15953,14,8,1659.38,1
15955,23,14,4416.26,3
15957,31,1,428.89,1
15958,73,1,104.35,1
15963,19,2,470.76,1
15965,16,4,845.64,1
15967,22,2,418.83,1
15969,2,3,666.1,1
15970,303,1,314.1,0
15971,16,12,4199.85,3
15973,366,1,307.82000000000005,0
15974,38,7,3442.15,1
15975,83,1,371.01,1
15976,164,2,430.94,0
15977,16,2,1054.73,1
15978,76,1,1098.78,1
15980,88,3,2398.86,1
15981,24,8,3408.48,1
15983,21,4,1475.02,1
15984,2,10,2837.67,1
15985,122,2,1142.42,1
15986,29,1,168.12,1
15987,11,7,1451.28,1
15988,18,1,158.03,1
15990,43,2,792.11,1
15992,3,1,41.99,1
15993,8,7,2797.57,1
15994,54,1,427.07,1
15996,87,6,1060.68,1
15998,36,5,3089.97,1
16000,2,3,12393.7,1
16003,29,5,2735.37,1
16005,11,4,615.39,1
16006,210,1,101.4,0
16007,47,4,1701.94,1
16008,23,3,478.78,1
16009,21,4,992.71,1
16010,245,3,407.5,0
16011,7,16,3362.71,3
16012,34,3,1415.29,1
16013,3,47,37130.6,2
16014,37,3,662.38,1
16015,3,3,705.39,1
16016,2,8,1508.76,1
16017,46,1,211.88,1
16018,38,2,408.9,1
16019,46,9,3786.24,1
16020,16,3,851.01,1
16022,259,1,628.28,0
16023,45,3,719.81,1
16024,11,1,251.24,1
16025,29,1,439.66,1
16026,42,1,236.09,1
16027,91,6,934.62,1
16029,38,63,81024.84,2
16030,309,1,331.24,0
16031,91,2,548.94,1
16033,5,20,8816.4,3
16034,195,3,437.7000000000001,0
16036,86,2,758.9200000000001,1
16037,269,3,855.02,0
16038,7,3,471.78,1
16040,64,3,1313.55,1
16041,30,3,3166.4,1
16042,21,5,1197.27,1
16043,36,4,773.99,1
16045,119,4,1340.7,1
16048,372,2,256.44,0
16049,39,3,1111.79,1
16050,173,1,137.9,0
16052,53,1,362.06,1
16053,32,2,1511.95,1
16054,144,1,783.9,0
16055,220,1,134.8,0
16056,44,1,664.85,1
16057,15,7,2263.12,1
16059,65,6,1459.86,1
16062,9,4,1153.62,1
16063,259,1,335.32,0
16065,364,1,372.09,0
16066,16,5,1521.87,1
16070,21,2,852.15,1
16071,44,1,326.24,1
16072,287,1,584.3199999999999,0
16073,296,1,122.4,0
16076,2,10,2234.73,1
16078,283,1,79.2,0
16079,16,3,1352.0,1
16080,81,2,217.16,1
16081,55,5,2806.9,1
16083,100,2,1317.62,1
16084,298,1,436.18,0
16085,22,5,981.51,1
16086,58,5,1121.39,1
16091,154,2,315.06,0
16092,114,3,817.86,1
16093,106,1,17.0,1
16094,11,4,1078.23,1
16096,263,1,320.62,0
16097,239,1,185.05,0
16098,87,7,2005.63,1
16099,49,3,731.9,1
16101,70,1,1290.7,1
16102,41,3,1842.14,1
16103,6,6,1429.64,1
16104,61,1,302.36,1
16105,248,1,336.96,0
16106,65,1,108.38,1
16107,17,7,3204.1600000000003,1
16108,84,1,842.5,1
16109,218,2,611.88,0
16110,44,3,1337.48,1
16112,142,4,195.74,1
16113,182,1,161.38,0
16114,170,1,135.75000000000003,0
16115,9,8,1667.97,1
16116,211,1,612.78,0
16117,189,1,232.21,0
16119,7,2,423.36,1
16120,58,4,1309.14,1
16121,56,2,867.11,1
16122,72,4,684.42,1
16123,51,1,307.78000000000003,1
16124,316,1,249.0,0
16125,366,1,289.35,0
16126,28,4,6287.77,1
16127,38,1,656.25,1
16128,17,5,1880.22,1
16131,51,6,3506.54,1
16133,3,33,14589.04,3
16134,21,2,618.09,1
16135,262,1,517.55,0
16136,59,3,709.38,1
16139,18,3,635.4100000000001,1
16140,65,2,725.1800000000001,1
16141,87,1,620.4,1
16142,249,1,535.34,0
16143,2,6,2424.94,1
16144,246,1,175.2,0
16145,8,11,3799.49,3
16146,156,3,734.13,0
16147,133,1,375.0,1
16148,295,1,76.32000000000001,0
16149,4,2,280.52,1
16150,42,5,2053.02,1
16152,268,1,1829.04,0
16153,49,5,1824.23,1
16156,8,9,3122.04,1
16157,15,3,656.69,1
16159,281,1,348.2,0
16160,64,2,1025.44,1
16161,1,19,5575.56,3
16162,251,1,37.4,0
16163,231,2,856.6,0
16164,16,3,822.48,1
16168,10,27,3787.6,3
16169,7,4,1822.97,1
16170,50,6,1885.05,1
16171,58,1,73.19999999999999,1
16172,94,5,1140.21,1
16173,15,6,1418.32,1
16174,125,3,1009.55,1
16175,93,4,1037.59,1
16177,49,1,331.95,1
16178,137,1,197.9,1
16179,60,1,215.83,1
16180,99,8,10254.18,1
16181,72,1,305.54,1
16182,71,4,6617.65,1
16183,66,1,338.71000000000004,1
16184,63,6,1158.79,1
16185,16,2,529.41,1
16186,22,12,4006.94,3
16187,31,15,6911.4400000000005,3
16188,44,4,981.86,1
16189,15,2,215.48,1
16190,39,1,215.08,1
16191,2,13,5180.52,3
16193,236,1,314.45,0
16198,74,1,400.681,1
16200,3,2,1080.62,1
16201,2,4,1863.47,1
16202,360,1,365.27,0
16203,58,4,592.9,1
16204,22,1,405.71,1
16205,30,4,761.38,1
16206,54,4,537.0600000000001,1
16207,24,1,394.38,1
16208,44,2,664.26,1
16209,88,5,2262.62,1
16210,1,18,21086.3,3
16211,88,1,547.02,1
16212,18,2,690.34,1
16213,78,1,159.0,1
16214,170,3,1062.75,0
16215,80,1,242.35,1
16216,266,1,914.93,0
16217,234,2,304.25,0
16218,29,7,3084.68,1
16221,36,3,864.86,1
16222,317,1,846.72,0
16224,56,4,1295.3,1
16225,44,5,1096.32,1
16226,202,3,255.12,0
16227,224,1,314.22,0
16229,86,2,1010.6,1
16230,189,2,542.03,0
16232,43,4,990.88,1
16233,70,3,536.6800000000001,1
16235,40,5,867.3100000000001,1
16236,77,1,432.2,1
16239,56,2,414.2,1
16240,23,2,3718.8,1
16241,9,13,2607.87,3
16242,7,7,3603.21,1
16243,33,2,409.1,1
16244,211,2,1522.75,0
16245,23,3,1413.66,1
16247,169,1,114.56,0
16248,61,1,152.94,1
16249,52,5,1800.07,1
16250,260,2,389.44,0
16253,66,2,3683.86,1
16255,16,8,2619.91,1
16256,266,1,752.4300000000001,0
16257,176,1,46.95,0
16258,44,5,5203.51,1
16260,50,1,1035.45,1
16261,16,4,746.83,1
16265,8,9,5447.0,1
16266,73,7,861.89,1
16268,70,2,667.65,1
16270,352,1,1141.24,0
16271,2,5,1429.24,1
16272,116,1,411.7,1
16274,372,1,357.95,0
16275,196,1,559.87,0
16276,176,1,810.6,0
16278,99,1,566.38,1
16279,20,3,1509.58,1
16281,71,1,2062.06,1
16282,339,1,168.3,0
16283,5,5,1570.81,1
16284,30,2,823.97,1
16287,169,1,142.5,0
16292,121,1,302.25,1
16293,21,10,2248.99,1
16295,9,4,1328.55,1
16297,268,1,301.9,0
16298,22,3,598.2,1
16302,126,1,233.22,1
16303,25,3,5360.63,1
16305,138,1,361.22,1
16306,213,6,632.27,0
16308,37,4,2560.0,1
16309,105,2,706.57,1
16311,17,2,616.26,1
16313,2,2,274.15000000000003,1
16315,330,1,226.37,0
16316,63,8,2938.91,1
16317,119,3,1341.65,1
16318,34,1,328.15000000000003,1
16319,217,1,404.4,0
16322,0,2,326.75,1
16323,195,1,207.50000000000003,0
16324,127,3,428.68,1
16325,46,3,594.24,1
16326,5,14,3110.96,3
16327,13,6,3844.22,1
16330,17,3,251.91,1
16332,27,7,1593.2,1
16333,7,22,26626.8,3
16337,36,1,151.05,1
16338,156,1,214.8,0
16339,283,1,109.95,0
16340,106,1,549.07,1
16341,24,4,1971.87,1
16342,74,4,322.41,1
16343,15,2,370.48,1
16344,157,1,101.1,0
16345,43,1,575.41,1
16347,10,2,887.65,1
16348,31,7,1469.45,1
16349,290,1,53.5,0
16350,20,4,1116.47,1
16351,332,1,153.9,0
16352,17,2,494.44,1
16353,3,23,6675.71,3
16354,62,2,395.8,1
16356,197,3,211.77,0
16357,32,3,658.88,1
16358,0,4,2027.5,1
16359,6,9,1750.92,1
16360,4,6,3512.53,1
16361,9,4,896.66,1
16362,31,5,734.77,1
16363,52,1,109.36,1
16364,11,2,707.04,1
16365,17,9,1540.42,1
16366,18,1,327.3,1
16367,36,2,804.49,1
16368,1,2,497.43,1
16369,17,3,1553.66,1
16370,81,4,1320.56,1
16372,32,2,367.93,1
16374,65,2,473.03,1
16376,8,2,987.01,1
16377,266,1,676.2,0
16378,246,3,362.95,0
16379,3,4,2157.4,1
16380,60,1,1780.59,1
16383,74,2,668.36,1
16384,89,2,584.5,1
16385,59,3,555.89,1
16386,28,2,317.2,1
16387,322,1,94.36,0
16389,52,4,1382.0700000000002,1
16392,269,1,221.19,0
16393,1,13,3046.21,3
16394,56,5,1555.34,1
16395,59,5,1486.9,1
16398,153,2,1705.8,0
16399,18,2,408.57,1
16400,94,1,303.93,1
16401,0,12,4098.32,3
16402,264,2,299.6,0
16403,311,1,177.5,0
16404,69,1,443.05,1
16405,301,2,167.25,0
16406,18,1,163.07,1
16407,12,10,2126.93,1
16409,35,5,2028.88,1
16411,18,2,214.65,1
16412,53,1,151.83,1
16413,56,1,262.2,1
16414,21,2,126.25,1
16415,43,1,210.35,1
16416,25,3,1051.4,1
16418,44,3,675.27,1
16419,112,6,972.23,1
16422,16,51,34684.4,2
16423,24,1,346.12,1
16424,190,1,133.56,0
16425,301,1,302.7,0
16426,1,10,1908.25,1
16427,262,2,241.06,0
16429,105,1,284.55,1
16430,56,1,300.85,1
16431,212,3,642.81,0
16432,63,1,287.40000000000003,1
16433,27,1,184.26,1
16434,28,7,1522.25,1
16438,5,5,798.35,1
16440,7,5,3640.67,1
16441,66,2,381.2,1
16442,1,3,616.79,1
16444,45,4,654.67,1
16445,33,1,230.51,1
16446,0,2,168472.5,2
16447,135,1,259.01,1
16448,197,1,188.89,0
16449,197,2,707.69,0
16450,149,1,311.92,0
16451,87,1,266.97,1
16454,44,2,6.9,1
16455,63,7,1841.18,1
16456,98,5,2158.37,1
16457,217,1,208.36,0
16458,2,18,3482.74,3
16460,27,3,814.72,1
16461,177,1,151.42,0
16462,73,3,136.0,1
16463,20,4,1422.4,1
16464,19,3,1314.68,1
16466,33,7,1603.46,1
16468,73,1,74.9,1
16469,23,4,650.43,1
16470,51,4,762.39,1
16471,274,1,223.95,0
16473,164,3,316.11,0
16474,6,7,1871.5,1
16475,87,4,544.3,1
16477,63,7,2494.46,1
16478,24,3,331.0,1
16479,9,2,300.83,1
16480,75,1,769.29,1
16482,15,1,220.62,1
16483,191,1,139.35,0
16484,173,2,404.3,0
16485,76,1,363.65,1
16488,32,3,498.8,1
16491,46,1,731.5,1
16493,79,4,1351.63,1
16494,296,1,826.53,0
16495,2,3,684.41,1
16496,8,3,1599.52,1
16497,49,6,2965.69,1
16498,160,2,100.97,0
16499,359,2,365.45,0
16500,4,6,400.86,1
16503,106,4,1431.93,1
16504,24,1,484.38,1
16505,31,1,777.6,1
16506,19,2,90.3,1
16509,296,1,363.7000000000001,0
16510,371,1,248.1,0
16511,21,3,950.26,1
16513,4,4,874.59,1
16515,51,5,1627.13,1
16516,29,1,101.7,1
16517,276,1,162.70000000000002,0
16518,60,2,484.32,1
16519,24,2,215.08,1
16520,185,3,1046.57,0
16523,1,21,9418.47,3
16525,1,26,13027.45,3
16526,171,1,290.36,0
16527,80,1,228.06,1
16528,3,1,244.41,1
16529,189,1,455.25,0
16531,21,7,1244.59,1
16532,17,3,6748.8,1
16533,18,3,1095.56,1
16535,4,1,593.75,1
16536,109,1,548.97,1
16539,2,4,1388.81,1
16542,53,1,119.62,1
16545,164,1,339.3,0
16546,290,2,787.15,0
16549,9,10,4154.64,1
16550,108,5,2298.97,1
16551,95,3,922.12,1
16552,242,2,379.73,0
16553,162,12,5719.82,3
16554,41,3,837.1,1
16555,34,2,285.89,1
16556,66,7,3313.79,1
16557,23,2,281.85,1
16558,0,20,8338.49,3
16560,26,2,841.41,1
16561,5,2,511.12,1
16563,53,1,1077.74,1
16565,363,1,173.7,0
16566,14,5,614.66,1
16567,193,2,865.6,0
16569,2,1,124.2,1
16570,14,10,3738.4,1
16571,26,3,1421.69,1
16572,126,3,1009.6,1
16573,84,2,663.61,1
16574,70,1,451.44,1
16581,182,1,105.84,0
16582,112,1,313.62,1
16583,373,1,233.45,0
16584,79,2,936.08,1
16586,248,1,463.95,0
16587,231,1,225.15,0
16589,70,3,459.24,1
16591,68,1,213.5,1
16592,3,16,4113.68,3
16593,50,3,330.03,1
16594,74,1,181.09,1
16595,60,1,360.16,1
16596,15,2,250.15,1
16597,3,1,90.04,1
16598,285,1,145.05,0
16600,3,6,813.52,1
16601,40,1,244.8,1
16602,35,1,528.08,1
16603,74,2,482.47,1
16607,17,14,3347.71,3
16609,14,7,5493.46,1
16610,218,1,75.66,0
16611,185,1,129.49,0
16612,32,4,1187.66,1
16613,69,1,618.59,1
16614,182,1,506.19,0
16616,14,2,500.42,1
16617,235,1,151.85,0
16618,30,5,2647.59,1
16619,263,1,226.21,0
16620,3,2,178.96,1
16621,51,4,813.48,1
16623,245,1,129.45000000000002,0
16624,80,2,810.57,1
16625,273,1,333.08,0
16626,0,17,4413.1,3
16627,78,1,322.8,1
16628,29,5,2188.05,1
16629,73,2,417.73,1
16633,16,6,2883.1,1
16634,222,2,217.9,0
16637,31,4,1154.47,1
16638,22,10,1680.72,1
16639,30,3,1257.51,1
16641,105,1,231.1,1
16642,4,2,688.33,1
16643,245,1,487.51,0
16644,177,2,833.78,0
16647,169,2,214.06,0
16648,42,1,290.66,1
16650,71,1,518.42,1
16652,58,7,6773.97,1
16653,15,2,1212.66,1
16654,140,4,601.27,1
16655,17,6,3794.52,1
16656,21,15,8625.8,3
16657,9,4,933.62,1
16658,367,1,123.24,0
16659,188,1,39.12,0
16660,15,4,1267.65,1
16665,361,1,135.4,0
16666,18,1,118.98,1
16667,67,2,570.13,1
16668,14,6,306.72,1
16669,23,3,1374.87,1
16670,16,11,4095.9,3
16671,27,3,1692.27,1
16672,1,20,8134.94,3
16674,54,2,319.61,1
16676,33,4,1592.12,1
16678,2,12,3109.99,3
16679,365,1,129.75,0
16680,42,1,183.7,1
16681,72,6,1770.34,1
16682,4,5,1028.0,1
16684,3,28,66653.56,2
16685,60,2,324.24,1
16686,46,7,3062.83,1
16688,0,4,1260.86,1
16689,75,2,422.6,1
16690,71,2,225.58,1
16692,255,2,1276.0,0
16693,68,2,482.01,1
16696,134,4,657.9,1
16697,240,1,112.75,0
16698,226,2,1998.0,0
16700,8,13,5076.55,3
16701,8,13,5398.3,3
16705,0,20,14034.99,3
16706,36,3,531.35,1
16708,45,1,656.63,1
16709,84,5,3029.87,1
16710,18,10,2483.04,1
16711,2,5,1651.03,1
16712,8,11,3645.43,3
16713,18,15,6923.13,3
16714,218,3,1161.53,0
16715,77,1,301.72,1
16716,266,2,901.2,0
16717,23,6,3858.38,1
16718,368,1,623.75,0
16719,14,7,1790.42,1
16720,25,1,155.24,1
16721,261,1,292.47,0
16722,16,13,4730.81,3
16723,90,2,589.15,1
16725,301,7,781.02,0
16726,25,5,1382.02,1
16727,363,1,272.82,0
16728,45,4,1054.67,1
16729,37,21,7239.92,3
16730,51,3,743.11,1
16732,31,1,603.75,1
16734,51,3,650.51,1
16735,78,5,2300.56,1
16737,52,1,417.6,1
16738,297,1,3.75,0
16739,176,1,323.0,0
16742,46,1,464.9,1
16743,28,7,2238.09,1
16744,10,7,1304.76,1
16745,86,17,7194.3,3
16746,4,18,6697.66,3
16747,37,2,836.0600000000001,1
16748,17,5,1515.9,1
16750,44,5,623.93,1
16751,30,1,1764.72,1
16752,372,1,207.5,0
16753,57,1,223.92,1
16754,371,1,2002.4,0
16755,113,3,1496.83,1
16756,214,1,239.4,0
16757,318,1,106.83,0
16758,64,1,369.34,1
16759,7,3,789.79,1
16761,96,1,316.62,1
16762,19,3,1501.38,1
16763,198,1,611.8499999999999,0
16764,3,13,2799.25,3
16765,293,1,34.0,0
16766,272,2,1145.6,0
16767,30,11,5580.6,3
16768,47,3,478.09,1
16769,259,1,380.39,0
16770,57,5,770.1,1
16771,32,5,2246.81,1
16773,56,1,171.59,1
16774,67,4,661.52,1
16775,9,11,1695.66,1
16776,59,1,388.28,1
16777,79,2,226.35,1
16778,73,2,245.94,1
16779,1,22,10629.72,3
16780,99,2,425.19,1
16781,371,1,311.25,0
16782,9,13,2279.9,3
16784,19,1,107.6,1
16788,122,2,597.48,1
16789,7,1,80.80000000000001,1
16790,3,6,1545.62,1
16791,28,7,1721.78,1
16792,281,2,110.38,0
16793,56,1,243.84,1
16794,0,10,1222.71,1
16795,364,1,414.88,0
16796,88,1,305.62,1
16800,10,1,1201.49,1
16801,162,4,1619.73,0
16803,64,1,332.3,1
16804,22,3,536.99,1
16805,173,2,460.59,0
16806,102,4,801.49,1
16807,142,3,1121.59,1
16808,98,2,288.42,1
16809,22,5,914.69,1
16810,191,1,309.54,0
16811,4,2,547.07,1
16812,360,1,479.35,0
16813,7,10,1692.98,1
16814,13,21,6509.1,3
16816,102,4,417.06,1
16817,2,9,1604.75,1
16818,10,11,3349.57,3
16820,95,1,497.61,1
16823,226,1,358.38,0
16824,15,2,460.64,1
16825,38,2,775.18,1
16826,50,1,341.7,1
16828,92,2,128.5,1
16829,156,1,197.22,0
16830,38,1,325.91,1
16832,183,3,199.15,0
16833,0,4,1106.53,1
16834,227,1,413.46,0
16835,127,2,180.85,1
16836,39,2,251.87,1
16837,30,11,3170.98,3
16838,196,2,588.85,0
16839,8,34,16594.35,3
16841,36,6,1869.82,1
16842,100,3,1264.19,1
16843,42,16,10196.57,3
16846,49,1,214.32,1
16847,42,1,193.44,1
16848,52,1,281.42,1
16849,186,1,124.57,0
16850,333,1,332.41,0
16851,3,3,342.45,1
16852,9,2,144.91,1
16855,23,2,328.40000000000003,1
16856,14,1,35.400000000000006,1
16858,368,1,375.69000000000005,0
16859,144,2,747.81,1
16861,59,2,173.76,1
16863,30,2,502.8,1
16866,140,3,207.74,1
16869,22,4,825.4200000000001,1
16871,21,6,2812.34,1
16872,76,3,680.02,1
16873,4,6,7123.62,1
16875,66,5,2095.53,1
16877,11,6,853.72,1
16878,83,1,13.3,1
16880,30,7,1519.08,1
16881,66,1,432.0,1
16882,66,3,705.12,1
16883,186,2,276.73,0
16884,37,2,429.84,1
16885,14,3,471.51,1
16887,34,1,194.88,1
16889,194,3,1578.67,0
16891,1,5,809.7,1
16892,0,5,525.54,1
16893,366,1,145.93,0
16895,64,1,219.14,1
16897,298,2,289.78,0
16898,25,3,508.81,1
16899,7,6,1281.56,1
16900,16,3,887.11,1
16902,115,1,1706.88,1
16903,28,1,373.24,1
16904,3,16,3754.27,3
16905,4,7,3102.43,1
16906,81,4,579.77,1
16907,28,5,981.65,1
16909,71,1,379.14,1
16910,3,8,1510.06,1
16912,28,11,2575.38,1
16913,289,1,113.44,0
16914,35,1,208.46,1
16915,8,6,621.6800000000001,1
16916,23,2,576.26,1
16917,276,1,391.52,0
16918,48,6,1068.82,1
16919,155,11,2596.45,1
16921,60,1,169.79,1
16923,11,19,7247.61,3
16924,20,3,846.75,1
16926,370,1,230.25,0
16927,115,3,543.05,1
16928,79,17,2847.6,3
16929,3,7,1295.39,1
16930,25,3,380.55,1
16931,4,21,4604.22,3
16932,52,1,161.94,1
16933,0,2,563.23,1
16934,54,2,950.93,1
16936,25,1,262.68,1
16938,8,4,2736.38,1
16940,51,3,3049.88,1
16942,12,9,1920.59,1
16943,211,3,816.73,0
16945,21,19,4345.5,3
16947,235,1,406.48,0
16948,138,3,435.02,1
16949,3,6,1286.27,1
16950,56,3,1178.56,1
16951,134,3,1277.75,1
16952,108,2,167.61,1
16953,29,1,20.8,1
16954,0,9,2085.08,1
16955,184,4,518.67,0
16956,17,1,308.74,1
16957,238,2,416.64,0
16959,86,1,117.35,1
16960,38,3,507.05,1
16961,115,1,234.17,1
16963,186,1,110.55,0
16965,226,1,201.19,0
16966,7,7,2154.97,1
16967,188,1,319.02,0
16968,3,2,439.43,1
16969,38,3,650.41,1
16971,37,1,357.21,1
16976,266,1,251.52,0
16978,76,1,344.33,1
16979,3,6,1852.0,1
16980,254,2,1078.96,0
16982,60,1,384.06,1
16983,12,7,1931.25,1
16984,87,2,4481.35,1
16985,16,10,5464.12,3
16986,29,2,1873.2,1
16987,2,7,1625.05,1
16988,4,1,126.12,1
16989,6,6,1133.25,1
16990,218,1,179.0,0
16992,10,5,1614.31,1
16996,29,6,1456.96,1
16997,287,3,702.0,0
16998,149,4,295.0,0
16999,22,2,484.82,1
17001,0,11,3989.57,3
17002,85,3,1493.73,1
17004,45,2,1412.94,1
17006,4,4,781.78,1
17007,50,6,889.9300000000001,1
17010,17,1,195.36,1
17011,29,1,270.9,1
17014,7,3,586.33,1
17015,28,3,1842.56,1
17017,2,20,8694.26,3
17018,40,2,920.1,1
17019,10,4,1272.61,1
17022,30,1,71.0,1
17024,44,3,95.85,1
17025,60,3,357.77,1
17026,184,2,154.83,0
17027,78,6,890.29,1
17029,110,2,716.0,1
17030,63,1,146.87,1
17031,11,2,380.35,1
17033,85,3,1030.14,1
17034,15,3,745.52,1
17035,245,2,433.53,0
17037,87,1,1267.32,1
17038,29,1,112.4,1
17040,137,1,449.73,1
17041,26,3,1081.57,1
17042,2,5,1044.38,1
17043,31,4,1735.18,1
17044,24,1,948.48,1
17045,112,3,339.44,1
17046,156,1,642.02,0
17047,84,3,1100.9,1
17048,117,3,925.35,1
17049,2,9,5659.9800000000005,1
17050,95,6,3228.84,1
17051,193,1,247.14,0
17052,27,1,413.75,1
17053,130,1,498.48,1
17054,27,5,1356.33,1
17058,81,3,1179.89,1
17059,29,5,3095.04,1
17060,265,1,234.24,0
17061,73,11,5232.2300000000005,3
17062,313,4,538.37,0
17063,20,7,1461.14,1
17064,58,3,859.35,1
17068,11,21,4552.14,3
17069,27,9,2709.7000000000003,1
17070,113,1,312.14,1
17071,27,9,2429.03,1
17073,17,4,1446.09,1
17075,17,4,834.12,1
17076,35,3,841.0799999999999,1
17078,35,2,378.2,1
17079,77,1,118.8,1
17080,21,2,287.62,1
17081,24,2,290.16,1
17082,32,2,2003.85,1
17083,108,3,1405.78,1
17084,34,2,2949.75,1
17085,122,5,1566.65,1
17086,6,6,2050.08,1
17088,27,4,1991.01,1
17090,3,7,2043.95,1
17091,2,9,3827.76,1
17092,49,4,1777.78,1
17094,321,1,302.0,0
17095,22,3,1324.16,1
17096,14,4,1022.13,1
17100,17,2,971.74,1
17101,9,4,1621.73,1
17102,261,1,25.5,0
17105,158,2,665.78,0
17107,32,6,10815.43,1
17109,28,6,885.04,1
17110,164,1,163.29999999999998,0
17111,46,1,248.61,1
17114,5,8,808.62,1
17115,7,3,837.5,1
17117,287,1,116.2,0
17118,317,1,157.02,0
