CustomerID,Recency,Frequency,Monetary,Cluster,Segment
14628,90,2,671.96,1,Potential Loyalist
14629,3,2,959.01,1,Potential Loyalist
14631,50,3,1006.98,1,Potential Loyalist
14632,262,1,114.56,0,Churn Risk
14633,265,1,344.90000000000003,0,Churn Risk
14636,35,2,609.85,1,Potential Loyalist
14638,50,1,443.6,1,Potential Loyalist
14639,51,6,2984.49,1,Potential Loyalist
14640,23,6,2125.08,1,Potential Loyalist
14641,21,1,110.46,1,Potential Loyalist
14642,58,1,96.12,1,Potential Loyalist
14643,169,2,693.8100000000001,0,Churn Risk
14644,67,2,830.76,1,Potential Loyalist
14645,156,2,597.09,0,Churn Risk
14647,200,1,243.22,0,Churn Risk
14649,4,4,1417.29,1,Potential Loyalist
14651,66,2,654.6,1,Potential Loyalist
14652,76,1,114.18,1,Potential Loyalist
14653,0,7,1947.55,1,Potential Loyalist
14655,7,4,1932.23,1,Potential Loyalist
14656,168,2,291.05,0,Churn Risk
14657,17,4,848.22,1,Potential Loyalist
14658,4,2,247.15,1,Potential Loyalist
14659,8,9,2529.93,1,Potential Loyalist
14660,86,2,285.74,1,Potential Loyalist
14661,26,1,107.95,1,Potential Loyalist
14662,28,4,771.17,1,Potential Loyalist
14664,19,2,637.89,1,Potential Loyalist
14665,60,5,1835.7,1,Potential Loyalist
14666,23,1,195.25,1,Potential Loyalist
14667,10,25,9241.2,3,Loyal
14669,241,3,1269.99,0,Churn Risk
14670,279,2,411.53,0,Churn Risk
14672,234,2,765.5500000000001,0,Churn Risk
14673,2,5,1736.4,1,Potential Loyalist
14675,15,1,604.75,1,Potential Loyalist
14676,30,6,2548.24,1,Potential Loyalist
14680,24,16,28754.11,3,Loyal
14681,70,3,498.95,1,Potential Loyalist
14682,187,2,52.0,0,Churn Risk
14684,25,5,1236.28,1,Potential Loyalist
14687,106,1,628.38,1,Potential Loyalist
14688,7,21,5630.87,3,Loyal
14689,208,1,112.8,0,Churn Risk
14690,43,2,371.7,1,Potential Loyalist
14691,30,5,2114.33,1,Potential Loyalist
14692,136,4,591.55,1,Potential Loyalist
14693,263,1,172.9,0,Churn Risk
14696,3,7,2078.95,1,Potential Loyalist
14697,217,2,188.61,0,Churn Risk
14698,1,5,1250.76,1,Potential Loyalist
14699,213,1,109.13,0,Churn Risk
14700,31,3,2235.3,1,Potential Loyalist
14701,10,9,2549.37,1,Potential Loyalist
14702,0,17,3292.14,3,Loyal
14703,14,1,318.17,1,Potential Loyalist
14704,10,9,1546.91,1,Potential Loyalist
14705,198,1,179.0,0,Churn Risk
14708,2,3,1126.37,1,Potential Loyalist
14709,14,13,4921.04,3,Loyal
14710,13,4,606.13,1,Potential Loyalist
14711,9,11,2868.8,3,Loyal
14712,28,3,917.07,1,Potential Loyalist
14713,8,11,2666.36,3,Loyal
14714,23,1,160.19,1,Potential Loyalist
14715,24,4,867.38,1,Potential Loyalist
14716,42,2,329.68,1,Potential Loyalist
14719,1,5,1602.13,1,Potential Loyalist
14720,5,3,663.81,1,Potential Loyalist
14722,146,1,187.92,0,Churn Risk
14723,9,6,1158.3,1,Potential Loyalist
14725,24,1,718.08,1,Potential Loyalist
14727,273,1,268.58,0,Churn Risk
14729,373,1,313.49,0,Churn Risk
14730,0,8,2005.06,1,Potential Loyalist
14731,46,3,380.02,1,Potential Loyalist
14732,7,8,2702.49,1,Potential Loyalist
14733,15,12,9585.91,3,Loyal
14735,3,32,6065.6900000000005,3,Loyal
14737,3,3,1164.55,1,Potential Loyalist
14738,42,7,1314.45,1,Potential Loyalist
14739,3,7,3902.28,1,Potential Loyalist
14740,196,3,1448.21,0,Churn Risk
14741,11,6,1400.34,1,Potential Loyalist
14744,15,7,1099.98,1,Potential Loyalist
14745,112,5,1220.26,1,Potential Loyalist
14747,248,1,328.2,0,Churn Risk
14748,28,5,1415.75,1,Potential Loyalist
14752,43,1,389.64,1,Potential Loyalist
14753,86,1,563.15,1,Potential Loyalist
14754,44,2,638.05,1,Potential Loyalist
14755,9,11,5010.28,3,Loyal
14756,14,1,738.96,1,Potential Loyalist
14757,74,1,420.5,1,Potential Loyalist
14758,144,4,1484.06,1,Potential Loyalist
14759,4,3,1625.97,1,Potential Loyalist
14760,296,1,89.2,0,Churn Risk
14761,58,2,255.9,1,Potential Loyalist
14762,263,1,300.52,0,Churn Risk
14764,46,1,278.3,1,Potential Loyalist
14765,28,3,254.11,1,Potential Loyalist
14766,7,6,2473.37,1,Potential Loyalist
14768,16,2,192.6,1,Potential Loyalist
14769,2,8,10674.75,3,Loyal
14770,231,2,876.4200000000001,0,Churn Risk
14772,111,1,139.26,1,Potential Loyalist
14775,57,3,1011.9,1,Potential Loyalist
14776,50,11,2538.3,1,Potential Loyalist
14778,126,2,730.86,1,Potential Loyalist
14779,280,3,386.15,0,Churn Risk
14780,54,2,447.68,1,Potential Loyalist
14782,319,1,200.1,0,Churn Risk
14784,25,2,289.99,1,Potential Loyalist
14785,9,2,77.4,1,Potential Loyalist
14788,6,2,679.44,1,Potential Loyalist
14789,28,1,197.64,1,Potential Loyalist
14790,16,4,745.06,1,Potential Loyalist
14792,63,1,6.2,1,Potential Loyalist
14793,20,1,228.99,1,Potential Loyalist
14794,2,7,1319.91,1,Potential Loyalist
14795,165,1,131.45000000000002,0,Churn Risk
14796,0,17,8022.49,3,Loyal
14798,52,3,173.74,1,Potential Loyalist
14799,50,1,157.7,1,Potential Loyalist
14800,47,12,4339.74,3,Loyal
14801,60,1,193.14,1,Potential Loyalist
14803,161,3,845.5500000000001,0,Churn Risk
14804,8,1,353.27,1,Potential Loyalist
14805,14,4,554.65,1,Potential Loyalist
14806,74,1,193.39,1,Potential Loyalist
14808,39,8,2741.17,1,Potential Loyalist
14810,40,11,2087.88,1,Potential Loyalist
14813,369,2,155.43,0,Churn Risk
14815,36,2,778.5,1,Potential Loyalist
14816,196,1,271.85,0,Churn Risk
14817,199,2,1110.34,0,Churn Risk
14818,73,3,657.8,1,Potential Loyalist
14819,63,2,272.07,1,Potential Loyalist
14820,20,4,507.29,1,Potential Loyalist
14821,366,1,48.8,0,Churn Risk
14823,179,3,321.43,0,Churn Risk
14824,9,4,1127.71,1,Potential Loyalist
14825,3,12,2226.9100000000003,3,Loyal
14828,196,3,2139.76,0,Churn Risk
14829,28,4,697.55,1,Potential Loyalist
14830,52,1,197.13,1,Potential Loyalist
14834,17,6,1720.3,1,Potential Loyalist
14836,9,3,102.45,1,Potential Loyalist
14837,89,4,1649.5,1,Potential Loyalist
14840,267,1,62.85,0,Churn Risk
14841,52,6,3295.76,1,Potential Loyalist
14842,43,4,2824.69,1,Potential Loyalist
14844,63,4,3189.81,1,Potential Loyalist
14847,148,1,309.40000000000003,0,Churn Risk
14849,21,25,7930.54,3,Loyal
14850,311,1,325.75,0,Churn Risk
14851,22,2,511.35,1,Potential Loyalist
14852,57,6,2836.69,1,Potential Loyalist
14853,23,2,475.8,1,Potential Loyalist
14854,77,7,2759.83,1,Potential Loyalist
14855,118,2,645.65,1,Potential Loyalist
14856,35,3,1311.38,1,Potential Loyalist
14857,59,2,1173.12,1,Potential Loyalist
14859,12,4,1353.74,1,Potential Loyalist
14860,18,1,170.32,1,Potential Loyalist
14861,51,1,125.79,1,Potential Loyalist
14862,25,2,841.2,1,Potential Loyalist
14863,28,1,266.76,1,Potential Loyalist
14865,6,2,52.2,1,Potential Loyalist
14866,10,12,14389.9,3,Loyal
14867,185,3,710.28,0,Churn Risk
14868,2,8,2953.59,1,Potential Loyalist
14869,8,2,725.7,1,Potential Loyalist
14870,261,1,327.25,0,Churn Risk
14871,2,4,522.38,1,Potential Loyalist
14873,209,1,519.68,0,Churn Risk
14875,107,2,1465.32,1,Potential Loyalist
14878,12,9,1485.54,1,Potential Loyalist
14880,76,3,706.19,1,Potential Loyalist
14881,19,1,255.4,1,Potential Loyalist
14882,26,2,589.7,1,Potential Loyalist
14883,18,6,761.59,1,Potential Loyalist
14885,131,1,765.3199999999999,1,Potential Loyalist
14886,252,1,364.8,0,Churn Risk
14887,78,1,1862.0,1,Potential Loyalist
14888,206,1,369.2,0,Churn Risk
14889,335,1,135.9,0,Churn Risk
14890,253,1,125.65,0,Churn Risk
14891,147,2,554.38,0,Churn Risk
14893,9,2,1237.85,1,Potential Loyalist
14894,84,1,655.75,1,Potential Loyalist
14895,7,20,11138.71,3,Loyal
14896,204,2,468.77,0,Churn Risk
14897,7,4,1366.38,1,Potential Loyalist
14898,22,6,1303.52,1,Potential Loyalist
14901,10,9,1421.29,1,Potential Loyalist
14902,25,1,332.66,1,Potential Loyalist
14903,20,5,2810.63,1,Potential Loyalist
14904,1,2,1025.44,1,Potential Loyalist
14905,157,2,616.15,0,Churn Risk
14907,2,7,3501.1,1,Potential Loyalist
14908,73,1,277.8,1,Potential Loyalist
14910,2,4,434.35,1,Potential Loyalist
14913,35,4,1227.43,1,Potential Loyalist
14915,90,2,307.48,1,Potential Loyalist
14916,70,4,1268.98,1,Potential Loyalist
14918,115,2,1610.15,1,Potential Loyalist
14920,212,2,977.77,0,Churn Risk
14921,29,2,1316.07,1,Potential Loyalist
14923,50,1,749.1,1,Potential Loyalist
14924,245,1,310.05,0,Churn Risk
14929,31,1,223.88,1,Potential Loyalist
14944,29,12,5900.25,3,Loyal
14946,13,1,100.9,1,Potential Loyalist
14947,71,2,290.82,1,Potential Loyalist
14948,22,6,1101.97,1,Potential Loyalist
14950,18,1,371.2,1,Potential Loyalist
14951,78,1,311.69,1,Potential Loyalist
14952,59,11,8099.49,3,Loyal
14953,24,1,289.82,1,Potential Loyalist
14954,11,1,336.17,1,Potential Loyalist
14957,252,1,58.49,0,Churn Risk
14958,146,3,499.68,0,Churn Risk
14959,63,4,695.42,1,Potential Loyalist
14960,7,2,221.27,1,Potential Loyalist
14961,10,9,7044.68,3,Loyal
14962,270,1,126.7,0,Churn Risk
14963,9,5,1487.8,1,Potential Loyalist
14964,246,1,206.21,0,Churn Risk
14965,95,2,599.0,1,Potential Loyalist
14966,14,1,191.32,1,Potential Loyalist
14967,49,1,463.8,1,Potential Loyalist
14968,29,1,147.59,1,Potential Loyalist
14970,67,4,1592.06,1,Potential Loyalist
14971,34,3,1116.57,1,Potential Loyalist
14972,127,1,114.77,1,Potential Loyalist
14973,106,3,1314.45,1,Potential Loyalist
14974,36,1,114.39,1,Potential Loyalist
14975,56,1,279.94,1,Potential Loyalist
14976,56,7,790.86,1,Potential Loyalist
14978,71,5,1931.42,1,Potential Loyalist
14981,245,1,102.12,0,Churn Risk
14984,18,2,213.27,1,Potential Loyalist
14985,197,2,296.75,0,Churn Risk
14987,15,2,326.4,1,Potential Loyalist
14988,211,1,334.54,0,Churn Risk
14995,38,2,233.23,1,Potential Loyalist
14997,45,3,546.1999999999999,1,Potential Loyalist
14998,169,2,429.87,0,Churn Risk
15000,47,1,490.52,1,Potential Loyalist
15002,115,4,1641.76,1,Potential Loyalist
15004,146,1,1246.32,0,Churn Risk
15005,15,28,6316.57,3,Loyal
15006,50,1,502.09,1,Potential Loyalist
15007,158,1,156.91,0,Churn Risk
15009,11,3,1261.78,1,Potential Loyalist
15010,35,1,308.94,1,Potential Loyalist
15012,53,2,423.04,1,Potential Loyalist
15014,42,2,260.17,1,Potential Loyalist
15016,172,1,170.04,0,Churn Risk
15017,33,1,125.58,1,Potential Loyalist
15018,38,3,496.21,1,Potential Loyalist
15019,266,1,266.0,0,Churn Risk
15021,8,9,1914.82,1,Potential Loyalist
15022,11,4,905.04,1,Potential Loyalist
15023,2,11,6802.76,3,Loyal
15024,9,10,1661.33,1,Potential Loyalist
15025,32,1,377.01,1,Potential Loyalist
15026,79,3,469.0,1,Potential Loyalist
15027,30,4,1066.15,1,Potential Loyalist
15028,7,4,627.13,1,Potential Loyalist
15030,71,2,518.28,1,Potential Loyalist
15031,3,4,668.14,1,Potential Loyalist
15032,255,3,4959.1,0,Churn Risk
15033,4,10,2586.67,1,Potential Loyalist
15034,15,8,4308.61,1,Potential Loyalist
15035,89,1,252.73,1,Potential Loyalist
15036,71,3,465.55,1,Potential Loyalist
15038,58,6,705.49,1,Potential Loyalist
15039,9,47,19914.44,3,Loyal
15041,169,1,180.35,0,Churn Risk
15042,198,1,135.93,0,Churn Risk
15043,30,1,537.0,1,Potential Loyalist
15044,18,17,7700.23,3,Loyal
15045,151,2,735.66,0,Churn Risk
15046,8,15,5213.77,3,Loyal
15047,269,1,343.62,0,Churn Risk
15048,64,4,384.05,1,Potential Loyalist
15049,273,1,121.17000000000002,0,Churn Risk
15050,24,3,1782.09,1,Potential Loyalist
15051,22,3,1391.61,1,Potential Loyalist
15052,318,1,215.78,0,Churn Risk
15053,4,3,697.79,1,Potential Loyalist
15054,11,2,302.1,1,Potential Loyalist
15057,274,2,1489.5,0,Churn Risk
15058,24,11,2124.99,1,Potential Loyalist
15059,40,9,1337.72,1,Potential Loyalist
15060,7,4,303.09000000000003,1,Potential Loyalist
15061,3,48,54534.14,2,Champion
15062,70,4,987.86,1,Potential Loyalist
15063,212,1,370.8,0,Churn Risk
15065,37,4,3158.13,1,Potential Loyalist
15066,52,1,893.59,1,Potential Loyalist
15067,77,3,1744.76,1,Potential Loyalist
15068,45,2,553.36,1,Potential Loyalist
15069,178,1,1109.53,0,Churn Risk
15070,372,1,106.2,0,Churn Risk
15071,93,2,982.07,1,Potential Loyalist
15073,9,3,1043.41,1,Potential Loyalist
15074,104,1,748.87,1,Potential Loyalist
15075,77,1,773.03,1,Potential Loyalist
15076,172,1,880.85,0,Churn Risk
15078,6,32,9743.11,3,Loyal
15079,212,4,895.61,0,Churn Risk
15081,21,5,504.8,1,Potential Loyalist
15083,256,1,88.2,0,Churn Risk
15087,281,1,306.94,0,Churn Risk
15088,20,2,1160.07,1,Potential Loyalist
15089,9,6,2420.84,1,Potential Loyalist
15090,307,1,381.32,0,Churn Risk
15091,67,1,480.71,1,Potential Loyalist
15092,214,2,457.81,0,Churn Risk
15093,17,6,4597.02,1,Potential Loyalist
15095,103,4,1370.6,1,Potential Loyalist
15096,42,1,219.39,1,Potential Loyalist
15097,3,1,248.08,1,Potential Loyalist
15098,181,3,39916.5,3,Loyal
15099,83,1,410.48,1,Potential Loyalist
15100,333,3,876.0,0,Churn Risk
15101,8,2,317.53000000000003,1,Potential Loyalist
15103,30,2,703.36,1,Potential Loyalist
15104,196,2,1027.44,0,Churn Risk
15105,17,7,2298.93,1,Potential Loyalist
15106,17,5,1422.52,1,Potential Loyalist
15107,310,6,319.5,0,Churn Risk
15109,245,1,484.95,0,Churn Risk
15110,23,4,996.1,1,Potential Loyalist
15111,28,3,1567.48,1,Potential Loyalist
15113,9,3,3609.33,1,Potential Loyalist
15114,29,10,2760.56,1,Potential Loyalist
15115,17,1,340.11,1,Potential Loyalist
15116,17,4,1352.75,1,Potential Loyalist
15117,14,5,1551.78,1,Potential Loyalist
15118,133,1,244.8,1,Potential Loyalist
15119,245,1,266.4,0,Churn Risk
15120,133,1,358.82,1,Potential Loyalist
15121,49,2,457.72,1,Potential Loyalist
15122,113,3,1633.78,1,Potential Loyalist
15123,6,2,2199.31,1,Potential Loyalist
15124,22,2,184.19,1,Potential Loyalist
15125,24,15,11528.48,3,Loyal
15127,65,1,406.53,1,Potential Loyalist
15128,59,4,1471.0,1,Potential Loyalist
15129,49,11,3447.4,3,Loyal
15130,169,1,330.11,0,Churn Risk
15132,17,5,977.93,1,Potential Loyalist
15133,127,3,982.42,1,Potential Loyalist
15134,14,8,1387.99,1,Potential Loyalist
15135,238,1,139.05,0,Churn Risk
15136,2,4,1286.7,1,Potential Loyalist
15139,239,2,178.96,0,Churn Risk
15140,51,7,2354.25,1,Potential Loyalist
15142,45,1,498.74,1,Potential Loyalist
15143,225,1,259.45,0,Churn Risk
15144,7,17,6580.4400000000005,3,Loyal
15145,3,4,1194.73,1,Potential Loyalist
15146,164,2,1327.16,0,Churn Risk
15147,239,1,623.5,0,Churn Risk
15148,10,1,301.29,1,Potential Loyalist
15149,133,1,520.8000000000001,1,Potential Loyalist
15150,16,10,5314.47,3,Loyal
15152,9,13,4745.69,3,Loyal
15153,30,1,329.25,1,Potential Loyalist
15154,74,1,296.42,1,Potential Loyalist
15156,0,3,961.49,1,Potential Loyalist
15157,3,3,1936.07,1,Potential Loyalist
15158,44,1,401.4,1,Potential Loyalist
15159,1,30,18641.01,3,Loyal
15160,356,1,158.16,0,Churn Risk
15163,17,2,304.47,1,Potential Loyalist
15164,68,3,843.05,1,Potential Loyalist
15165,372,1,487.75,0,Churn Risk
15167,320,1,163.0,0,Churn Risk
15168,25,1,106.56,1,Potential Loyalist
15171,330,1,1289.5,0,Churn Risk
15172,8,5,1624.05,1,Potential Loyalist
15174,322,1,135.75,0,Churn Risk
15175,71,1,224.14,1,Potential Loyalist
15178,259,1,40.5,0,Churn Risk
15179,17,5,2206.9500000000003,1,Potential Loyalist
15180,366,1,87.5,0,Churn Risk
15181,65,3,689.48,1,Potential Loyalist
15182,153,2,622.85,0,Churn Risk
15184,28,2,406.76,1,Potential Loyalist
15185,69,1,310.62,1,Potential Loyalist
15186,13,2,411.41,1,Potential Loyalist
15187,1,16,4777.18,3,Loyal
15189,0,41,16225.39,3,Loyal
15192,119,3,1044.32,1,Potential Loyalist
15193,60,1,499.32,1,Potential Loyalist
15194,2,15,7616.53,3,Loyal
15195,2,1,3861.0,1,Potential Loyalist
15197,10,3,1079.61,1,Potential Loyalist
15198,91,2,193.64,1,Potential Loyalist
15199,58,4,1268.7,1,Potential Loyalist
15201,86,5,1236.54,1,Potential Loyalist
15203,25,6,1827.8,1,Potential Loyalist
15204,356,1,316.58,0,Churn Risk
15205,84,2,653.24,1,Potential Loyalist
15206,9,4,420.3,1,Potential Loyalist
15208,0,5,870.12,1,Potential Loyalist
15210,224,1,331.18,0,Churn Risk
15211,59,2,894.4100000000001,1,Potential Loyalist
15212,240,1,101.8,0,Churn Risk
15213,318,2,328.35,0,Churn Risk
15214,1,8,1661.44,1,Potential Loyalist
15215,46,3,734.94,1,Potential Loyalist
15216,87,1,96.6,1,Potential Loyalist
15218,10,11,5756.89,3,Loyal
15219,175,1,305.75,0,Churn Risk
15220,51,6,1778.96,1,Potential Loyalist
15221,365,1,403.25,0,Churn Risk
15222,318,1,585.0,0,Churn Risk
15223,225,2,755.75,0,Churn Risk
15224,357,2,322.08,0,Churn Risk
15225,233,1,409.4,0,Churn Risk
15226,310,1,154.41,0,Churn Risk
15227,36,5,1219.4,1,Potential Loyalist
15228,65,4,3386.71,1,Potential Loyalist
15230,238,2,429.6,0,Churn Risk
15232,112,2,612.06,1,Potential Loyalist
15234,276,1,197.0,0,Churn Risk
15235,217,12,2247.51,0,Churn Risk
15236,298,1,321.05,0,Churn Risk
15237,1,4,1412.32,1,Potential Loyalist
15238,28,3,1071.99,1,Potential Loyalist
15239,9,2,780.59,1,Potential Loyalist
15240,44,5,1706.57,1,Potential Loyalist
15241,66,8,1756.44,1,Potential Loyalist
15243,73,1,316.68,1,Potential Loyalist
15244,64,2,631.57,1,Potential Loyalist
15245,133,3,2515.84,1,Potential Loyalist
15246,237,2,514.15,0,Churn Risk
15247,121,1,356.0,1,Potential Loyalist
15249,31,13,6688.46,3,Loyal
15251,8,11,10484.99,3,Loyal
15252,35,2,740.78,1,Potential Loyalist
15253,15,5,918.2,1,Potential Loyalist
15254,126,1,300.36,1,Potential Loyalist
15255,66,1,890.85,1,Potential Loyalist
15256,148,1,98.45,0,Churn Risk
15257,282,1,317.15,0,Churn Risk
15258,168,2,623.16,0,Churn Risk
15260,99,7,1810.77,1,Potential Loyalist
15261,134,1,254.82,1,Potential Loyalist
15262,323,1,178.95000000000002,0,Churn Risk
15263,106,1,156.51,1,Potential Loyalist
15264,63,1,393.74,1,Potential Loyalist
15265,150,2,1506.12,0,Churn Risk
15266,337,1,119.3,0,Churn Risk
15267,21,5,1717.36,1,Potential Loyalist
15269,23,1,408.8,1,Potential Loyalist
15270,15,7,2379.49,1,Potential Loyalist
15271,6,15,2507.07,3,Loyal
15272,56,2,721.94,1,Potential Loyalist
15274,3,2,716.57,1,Potential Loyalist
15275,37,1,615.14,1,Potential Loyalist
15276,65,1,135.31,1,Potential Loyalist
15277,46,1,255.9,1,Potential Loyalist
15279,354,1,290.51,0,Churn Risk
15280,171,1,113.12,0,Churn Risk
15281,58,9,2332.15,1,Potential Loyalist
15286,49,1,240.55,1,Potential Loyalist
15287,21,2,486.69,1,Potential Loyalist
15288,42,5,2306.52,1,Potential Loyalist
15289,28,3,939.78,1,Potential Loyalist
15290,4,18,7943.22,3,Loyal
15291,25,15,4668.3,3,Loyal
15292,200,1,180.94,0,Churn Risk
15296,50,6,3672.86,1,Potential Loyalist
15297,9,3,641.94,1,Potential Loyalist
15298,1,12,4799.9,3,Loyal
15299,66,7,4507.01,1,Potential Loyalist
15300,63,1,496.44,1,Potential Loyalist
15301,50,12,5070.35,3,Loyal
15303,289,1,574.02,0,Churn Risk
15304,60,8,694.4,1,Potential Loyalist
15306,63,3,1174.35,1,Potential Loyalist
15307,95,1,205.3,1,Potential Loyalist
15308,273,1,310.47,0,Churn Risk
15311,0,91,60767.9,2,Champion
15312,74,4,924.85,1,Potential Loyalist
15313,109,1,52.0,1,Potential Loyalist
15314,198,1,327.97,0,Churn Risk
15315,63,2,570.5,1,Potential Loyalist
15316,326,1,165.0,0,Churn Risk
15318,3,1,312.62,1,Potential Loyalist
15319,283,1,204.5,0,Churn Risk
15320,43,1,267.13,1,Potential Loyalist
15321,70,3,2748.31,1,Potential Loyalist
15322,85,1,679.68,1,Potential Loyalist
15325,103,1,162.29,1,Potential Loyalist
15326,333,1,311.71,0,Churn Risk
15327,52,1,208.75,1,Potential Loyalist
15329,38,3,1049.7,1,Potential Loyalist
15330,31,2,714.9599999999999,1,Potential Loyalist
15333,207,1,1028.56,0,Churn Risk
15334,156,3,351.67,0,Churn Risk
15335,52,1,173.97,1,Potential Loyalist
15339,65,2,574.07,1,Potential Loyalist
15341,80,1,2020.52,1,Potential Loyalist
15342,129,1,406.09,1,Potential Loyalist
15343,86,1,364.5,1,Potential Loyalist
15344,0,3,563.94,1,Potential Loyalist
15345,45,1,393.54,1,Potential Loyalist
15346,332,1,252.42,0,Churn Risk
15347,365,1,201.6,0,Churn Risk
15348,71,1,158.04,1,Potential Loyalist
15349,157,2,473.81,0,Churn Risk
15350,372,1,115.65,0,Churn Risk
15351,11,7,1960.11,1,Potential Loyalist
15353,254,2,777.02,0,Churn Risk
15355,28,2,277.05,1,Potential Loyalist
15356,30,10,2766.5,1,Potential Loyalist
15358,4,22,8347.2,3,Loyal
15360,39,1,427.93,1,Potential Loyalist
15361,361,1,418.92,0,Churn Risk
15363,372,1,326.0,0,Churn Risk
15364,95,2,913.19,1,Potential Loyalist
15365,25,7,2314.32,1,Potential Loyalist
15366,74,2,602.51,1,Potential Loyalist
15367,56,4,1877.59,1,Potential Loyalist
15368,20,1,446.94000000000005,1,Potential Loyalist
15370,40,7,2386.05,1,Potential Loyalist
15372,136,1,2007.4,1,Potential Loyalist
15373,7,12,2415.91,3,Loyal
15374,128,1,168.0,1,Potential Loyalist
15376,39,3,1233.36,1,Potential Loyalist
15379,168,7,3703.29,0,Churn Risk
15380,8,5,1690.26,1,Potential Loyalist
15381,213,2,596.85,0,Churn Risk
15382,14,6,5955.71,1,Potential Loyalist
15384,169,2,642.41,0,Churn Risk
15385,39,1,316.88,1,Potential Loyalist
15386,185,1,394.14,0,Churn Risk
15389,171,1,500.0,0,Churn Risk
15392,4,4,1535.53,1,Potential Loyalist
15393,15,2,231.86,1,Potential Loyalist
15394,9,4,2183.54,1,Potential Loyalist
15395,325,1,107.45,0,Churn Risk
15396,112,1,288.18,1,Potential Loyalist
15397,289,1,94.0,0,Churn Risk
15398,15,2,1345.53,1,Potential Loyalist
15399,0,3,815.77,1,Potential Loyalist
15400,91,5,716.2,1,Potential Loyalist
15402,148,2,626.77,0,Churn Risk
15405,188,1,349.1,0,Churn Risk
15406,30,2,510.71,1,Potential Loyalist
15407,33,4,1056.44,1,Potential Loyalist
15408,263,1,267.18,0,Churn Risk
15410,83,8,3450.84,1,Potential Loyalist
15411,25,4,1358.88,1,Potential Loyalist
15412,170,1,190.53,0,Churn Risk
15414,9,3,774.9000000000001,1,Potential Loyalist
15415,312,1,572.8100000000001,0,Churn Risk
15416,64,4,3984.32,1,Potential Loyalist
15417,84,1,508.8,1,Potential Loyalist
15419,24,1,135.86,1,Potential Loyalist
15421,58,4,950.36,1,Potential Loyalist
15422,322,2,97.7,0,Churn Risk
15423,37,1,43.5,1,Potential Loyalist
15424,253,2,383.34,0,Churn Risk
15426,18,5,1447.39,1,Potential Loyalist
15427,32,3,1483.14,1,Potential Loyalist
15428,14,1,93.78,1,Potential Loyalist
15429,26,2,397.35,1,Potential Loyalist
15432,22,1,171.19000000000003,1,Potential Loyalist
15433,213,2,533.3,0,Churn Risk
15434,7,5,1041.48,1,Potential Loyalist
15435,21,1,149.29,1,Potential Loyalist
15436,11,3,1122.53,1,Potential Loyalist
15437,261,1,200.16,0,Churn Risk
15438,130,1,156.57999999999998,1,Potential Loyalist
15440,54,3,383.68,1,Potential Loyalist
15442,248,1,594.0,0,Churn Risk
15443,1,7,3236.91,1,Potential Loyalist
15444,8,2,1418.26,1,Potential Loyalist
15445,263,1,113.5,0,Churn Risk
15447,330,1,155.17000000000002,0,Churn Risk
15448,312,1,494.64,0,Churn Risk
15449,25,3,974.52,1,Potential Loyalist
15450,29,1,429.84,1,Potential Loyalist
15452,29,3,538.73,1,Potential Loyalist
15453,1,7,1388.37,1,Potential Loyalist
15454,361,1,179.1,0,Churn Risk
15456,282,3,447.22,0,Churn Risk
15457,261,1,237.07,0,Churn Risk
15458,24,1,161.64,1,Potential Loyalist
15460,353,1,216.76,0,Churn Risk
15462,93,3,234.6,1,Potential Loyalist
15463,28,1,126.14,1,Potential Loyalist
15464,337,1,1048.85,0,Churn Risk
15465,19,18,7354.62,3,Loyal
15466,84,1,334.53,1,Potential Loyalist
15467,8,3,524.88,1,Potential Loyalist
15468,50,2,467.51,1,Potential Loyalist
15469,49,2,538.55,1,Potential Loyalist
15471,1,1,469.48,1,Potential Loyalist
15472,112,1,371.56,1,Potential Loyalist
15473,13,7,1771.2,1,Potential Loyalist
15475,76,1,454.11,1,Potential Loyalist
15478,39,2,1441.42,1,Potential Loyalist
15482,15,12,11054.96,3,Loyal
15483,160,4,233.81,0,Churn Risk
15484,0,4,3594.31,1,Potential Loyalist
15485,29,3,2575.0,1,Potential Loyalist
15488,92,1,91.32,1,Potential Loyalist
15489,22,3,1134.28,1,Potential Loyalist
15491,94,6,3100.09,1,Potential Loyalist
15492,27,2,659.46,1,Potential Loyalist
15493,32,5,2001.8,1,Potential Loyalist
15494,20,2,1299.23,1,Potential Loyalist
15497,17,2,1262.2,1,Potential Loyalist
15498,2,27,13316.4,3,Loyal
15500,7,4,1131.56,1,Potential Loyalist
15502,15,12,10384.93,3,Loyal
15503,362,1,147.09,0,Churn Risk
15504,80,1,52.83,1,Potential Loyalist
15505,52,5,3610.96,1,Potential Loyalist
15506,22,3,979.26,1,Potential Loyalist
15507,171,1,492.36,0,Churn Risk
15508,188,6,1000.27,0,Churn Risk
15510,330,1,250.0,0,Churn Risk
15511,11,5,909.23,1,Potential Loyalist
15512,155,2,121.0,0,Churn Risk
15513,32,19,14758.22,3,Loyal
15514,11,11,4139.46,3,Loyal
15516,44,3,62.43,1,Potential Loyalist
15517,232,1,267.03,0,Churn Risk
15518,63,8,1942.45,1,Potential Loyalist
15520,1,1,343.5,1,Potential Loyalist
15521,39,8,3000.2,1,Potential Loyalist
15522,32,2,398.84,1,Potential Loyalist
15523,83,1,412.0100000000001,1,Potential Loyalist
